loss,accuracy,f1_score,precision,recall,client_id,num_examples,subject,timestamp
,0.380952388048172,0.21018062397372742,0.14512471655328799,0.38095238095238093,client_78a424c4eee3498b87226fe3f360ca0d,21,S13,2025-03-15 00:41:46
