loss,accuracy,f1_score,precision,recall,client_id,num_examples,subject,timestamp
,0.5714285969734192,0.41558441558441556,0.32653061224489793,0.5714285714285714,client_4f0654f8746b47bd9d90ffef66b9cde8,21,S17,2025-03-15 00:41:46
