loss,accuracy,f1_score,precision,recall,client_id,num_examples,subject,timestamp
,0.48148149251937866,0.312962962962963,0.23182441700960219,0.48148148148148145,client_6b544ce30fc145a38aaf3c15652dc86c,27,S11,2025-03-15 00:41:46
