loss,accuracy,f1_score,precision,recall,client_id,num_examples,subject,timestamp
,0.27272728085517883,0.11688311688311687,0.07438016528925619,0.2727272727272727,client_ad1469b2e17c4f2a925694a2db4b199c,22,S15,2025-03-15 00:41:46
