loss,accuracy,f1_score,precision,recall,client_id,num_examples,subject,timestamp
,0.4545454680919647,0.2840909090909091,0.20661157024793386,0.45454545454545453,client_b890173a4a604e0f8096ddac8d95698f,22,S8,2025-03-15 00:41:46
