train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy,round,homomorphic_encryption,differential_privacy,zkp_verification
0.5333966314792633,0.9889932870864868,0.4376131445169449,1.0,,1.0,1,True,True,True
96.03033828735352,0.6165490299463272,,1.0,,1.0,2,True,True,True
154.27826182047525,0.6980459888776144,,0.9375,,0.9166666666666666,3,True,True,True
202.92901441786023,0.6788243452707926,,0.7895210319095187,,0.7574421498510573,4,True,True,True
250.8576437143179,0.4492383713905628,,0.6443793177604675,,0.6347726377157065,5,True,True,True
